way_id,local_hour,population
-593,2019-06-20 12:00:00,102.19491525423729
-594,2019-06-20 12:00:00,191.0188679245283
-595,2019-06-20 12:00:00,126.67857142857143
-596,2019-06-20 12:00:00,203.6153846153846
-597,2019-06-20 12:00:00,241.9
-598,2019-06-20 12:00:00,81.5
-599,2019-06-20 12:00:00,110.0
-600,2019-06-20 12:00:00,96.80232558139535
-601,2019-06-20 12:00:00,181.92307692307693
-602,2019-06-20 12:00:00,119.76190476190476
-603,2019-06-20 12:00:00,196.16
-604,2019-06-20 12:00:00,181.0551181102362
-605,2019-06-20 12:00:00,116.0
-606,2019-06-20 12:00:00,155.2741935483871
-607,2019-06-20 12:00:00,26.5
-608,2019-06-20 12:00:00,186.0
-609,2019-06-20 12:00:00,178.11764705882354
-610,2019-06-20 12:00:00,138.28571428571428
-611,2019-06-20 12:00:00,139.57142857142858
-612,2019-06-20 12:00:00,188.37209302325581
-613,2019-06-20 12:00:00,152.5
-614,2019-06-20 12:00:00,124.5
-615,2019-06-20 12:00:00,184.5
-616,2019-06-20 12:00:00,163.5
-617,2019-06-20 12:00:00,190.0
-618,2019-06-20 12:00:00,98.4
-619,2019-06-20 12:00:00,197.5
-620,2019-06-20 12:00:00,117.0
-621,2019-06-20 12:00:00,196.5
-622,2019-06-20 12:00:00,20.0
-623,2019-06-20 12:00:00,146.5
-624,2019-06-20 12:00:00,180.5
-625,2019-06-20 12:00:00,173.34615384615384
-626,2019-06-20 12:00:00,136.5
-627,2019-06-20 12:00:00,40.43529411764706
-628,2019-06-20 12:00:00,21.0
-629,2019-06-20 12:00:00,85.66666666666667
-630,2019-06-20 12:00:00,99.22222222222223
-631,2019-06-20 12:00:00,109.4695652173913
-632,2019-06-20 12:00:00,103.25
-633,2019-06-20 12:00:00,92.56140350877193
-634,2019-06-20 12:00:00,173.8507462686567
-635,2019-06-20 12:00:00,86.56923076923077
-636,2019-06-20 12:00:00,64.0
-637,2019-06-20 12:00:00,89.5
-638,2019-06-20 12:00:00,100.5
